lat,long,dailyave,date,site,name,dateorig
44.6781,-93.0723,0.226889238,2007-2-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,2/15/2007 0:00
33.7364,-117.6947,0.021857118,2007-2-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,2/15/2007 0:00
42.0693,-101.4072,-0.042151973,2007-2-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,2/15/2007 0:00
34.3623,-106.7019,0.027691342,2007-2-15T00:00:00.000Z,US-Seg,Sevilleta grassland,2/15/2007 0:00
36.9333,-96.6833,0.096254237,2007-2-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,2/15/2007 0:00
38.0373,-121.7537,0.198513567,2007-2-15T00:00:00.000Z,US-Snd,Sherman Island,2/15/2007 0:00
38.0369,-121.7547,0.198513567,2007-2-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,2/15/2007 0:00
31.7894,-110.8277,0.038357332,2007-2-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,2/15/2007 0:00
31.8214,-110.8661,0.038357332,2007-2-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,2/15/2007 0:00
38.4316,-120.966,0.173567578,2007-2-15T00:00:00.000Z,US-Ton,Tonzi Ranch,2/15/2007 0:00
38.4133,-120.9507,0.173567578,2007-2-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,2/15/2007 0:00
31.7365,-109.9419,-0.068806715,2007-2-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,2/15/2007 0:00
37.5208,-96.855,0.089562684,2007-2-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),2/15/2007 0:00
49.7093,-112.9402,0.001019303,2007-3-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,3/15/2007 0:00
36.8193,-97.8198,0.407627583,2007-3-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,3/15/2007 0:00
36.4267,-99.42,0.162055418,2007-3-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,3/15/2007 0:00
36.6358,-99.5975,0.136045977,2007-3-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,3/15/2007 0:00
35.5497,-98.0402,0.219814464,2007-3-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,3/15/2007 0:00
35.5465,-98.04,0.219814464,2007-3-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,3/15/2007 0:00
31.5907,-110.5104,0.125629082,2007-3-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,3/15/2007 0:00
44.3453,-96.8362,0.076039843,2007-3-15T00:00:00.000Z,US-Bkg,Brookings,3/15/2007 0:00
39.2167,-86.5406,0.04816502,2007-3-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,3/15/2007 0:00
39.0633,-79.4208,0.128226683,2007-3-15T00:00:00.000Z,US-CaV,Canaan Valley,3/15/2007 0:00
38.09,-109.39,-0.020243522,2007-3-15T00:00:00.000Z,US-Cop,Corral Pocket,3/15/2007 0:00
40.8155,-104.7456,0.068337545,2007-3-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),3/15/2007 0:00
43.95,-101.8466,0.119117789,2007-3-15T00:00:00.000Z,US-Ctn,Cottonwood,3/15/2007 0:00
37.6773,-121.5296,0.267756253,2007-3-15T00:00:00.000Z,US-Dia,Diablo,3/15/2007 0:00
35.9712,-79.0934,0.207605213,2007-3-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,3/15/2007 0:00
48.3077,-105.1019,0.009524761,2007-3-15T00:00:00.000Z,US-FPe,Fort Peck,3/15/2007 0:00
29.93,-98.01,0.325316936,2007-3-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,3/15/2007 0:00
29.9495,-97.9962,0.324590445,2007-3-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,3/15/2007 0:00
35.4454,-111.7718,0.166179553,2007-3-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,3/15/2007 0:00
34.2547,-89.8735,0.325193018,2007-3-15T00:00:00.000Z,US-Goo,Goodwin Creek,3/15/2007 0:00
41.8406,-88.241,0.018480102,2007-3-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),3/15/2007 0:00
39.0745,-96.5951,0.056258541,2007-3-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),3/15/2007 0:00
39.0561,-95.1907,0.142992586,2007-3-15T00:00:00.000Z,US-KFS,Kansas Field Station,3/15/2007 0:00
38.7745,-97.5684,0.003667319,2007-3-15T00:00:00.000Z,US-KLS,Kansas Land Institute,3/15/2007 0:00
42.4376,-85.3288,0.086721748,2007-3-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,3/15/2007 0:00
42.444,-85.3104,0.086721748,2007-3-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,3/15/2007 0:00
42.444,-85.3098,0.086721748,2007-3-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,3/15/2007 0:00
39.0824,-96.5603,0.056258541,2007-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),3/15/2007 0:00
44.995,-93.1863,0.110619582,2007-3-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,3/15/2007 0:00
34.1377,-101.4787,0.293925107,2007-3-15T00:00:00.000Z,US-LGr,Lockney Grassland,3/15/2007 0:00
34.9604,-97.9789,0.209704027,2007-3-15T00:00:00.000Z,US-LWW,Little Washita Watershed,3/15/2007 0:00
39.8771,-105.169,-0.065178521,2007-3-15T00:00:00.000Z,US-RFE,RockyFlats - East site,3/15/2007 0:00
39.8751,-105.2184,-0.065178521,2007-3-15T00:00:00.000Z,US-RFW,RockyFlats - West site,3/15/2007 0:00
44.6781,-93.0723,0.110619582,2007-3-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,3/15/2007 0:00
33.7364,-117.6947,0.111466318,2007-3-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,3/15/2007 0:00
42.0693,-101.4072,-0.003160591,2007-3-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,3/15/2007 0:00
34.3623,-106.7019,0.026891513,2007-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3/15/2007 0:00
36.9333,-96.6833,0.15159598,2007-3-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,3/15/2007 0:00
38.0373,-121.7537,0.323449284,2007-3-15T00:00:00.000Z,US-Snd,Sherman Island,3/15/2007 0:00
38.0369,-121.7547,0.323449284,2007-3-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,3/15/2007 0:00
31.7894,-110.8277,0.125629082,2007-3-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,3/15/2007 0:00
31.8214,-110.8661,0.125629082,2007-3-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,3/15/2007 0:00
38.4316,-120.966,0.393346697,2007-3-15T00:00:00.000Z,US-Ton,Tonzi Ranch,3/15/2007 0:00
38.4133,-120.9507,0.393346697,2007-3-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,3/15/2007 0:00
31.7365,-109.9419,-0.054970451,2007-3-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,3/15/2007 0:00
37.5208,-96.855,0.056026384,2007-3-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),3/15/2007 0:00
49.7093,-112.9402,-0.058295634,2007-4-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,4/15/2007 0:00
50.171,-97.8762,0.041023254,2007-4-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,4/15/2007 0:00
50.1774,-97.8686,0.041023254,2007-4-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,4/15/2007 0:00
36.8193,-97.8198,0.576603234,2007-4-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,4/15/2007 0:00
36.4267,-99.42,0.342851311,2007-4-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,4/15/2007 0:00
36.6358,-99.5975,0.225264415,2007-4-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,4/15/2007 0:00
35.5497,-98.0402,0.755610526,2007-4-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,4/15/2007 0:00
35.5465,-98.04,0.755610526,2007-4-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,4/15/2007 0:00
31.5907,-110.5104,0.146740839,2007-4-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,4/15/2007 0:00
44.3453,-96.8362,0.155901417,2007-4-15T00:00:00.000Z,US-Bkg,Brookings,4/15/2007 0:00
39.2167,-86.5406,0.433569729,2007-4-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,4/15/2007 0:00
39.0633,-79.4208,0.3667925,2007-4-15T00:00:00.000Z,US-CaV,Canaan Valley,4/15/2007 0:00
38.09,-109.39,0.242480561,2007-4-15T00:00:00.000Z,US-Cop,Corral Pocket,4/15/2007 0:00
40.8155,-104.7456,0.066356406,2007-4-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),4/15/2007 0:00
43.95,-101.8466,0.120974369,2007-4-15T00:00:00.000Z,US-Ctn,Cottonwood,4/15/2007 0:00
37.6773,-121.5296,0.404220372,2007-4-15T00:00:00.000Z,US-Dia,Diablo,4/15/2007 0:00
35.9712,-79.0934,0.632625759,2007-4-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,4/15/2007 0:00
48.3077,-105.1019,0.168201983,2007-4-15T00:00:00.000Z,US-FPe,Fort Peck,4/15/2007 0:00
29.93,-98.01,0.52951926,2007-4-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,4/15/2007 0:00
29.9495,-97.9962,0.651207447,2007-4-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,4/15/2007 0:00
35.4454,-111.7718,0.034709118,2007-4-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,4/15/2007 0:00
34.2547,-89.8735,0.544327855,2007-4-15T00:00:00.000Z,US-Goo,Goodwin Creek,4/15/2007 0:00
41.8406,-88.241,0.174713731,2007-4-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),4/15/2007 0:00
39.0745,-96.5951,0.351851076,2007-4-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),4/15/2007 0:00
39.0561,-95.1907,0.343039632,2007-4-15T00:00:00.000Z,US-KFS,Kansas Field Station,4/15/2007 0:00
38.7745,-97.5684,0.350290328,2007-4-15T00:00:00.000Z,US-KLS,Kansas Land Institute,4/15/2007 0:00
42.4376,-85.3288,0.139055505,2007-4-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,4/15/2007 0:00
42.444,-85.3104,0.139055505,2007-4-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,4/15/2007 0:00
42.444,-85.3098,0.139055505,2007-4-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,4/15/2007 0:00
39.0824,-96.5603,0.351851076,2007-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),4/15/2007 0:00
44.995,-93.1863,0.053782139,2007-4-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,4/15/2007 0:00
34.1377,-101.4787,0.556457341,2007-4-15T00:00:00.000Z,US-LGr,Lockney Grassland,4/15/2007 0:00
34.9604,-97.9789,0.473309189,2007-4-15T00:00:00.000Z,US-LWW,Little Washita Watershed,4/15/2007 0:00
39.8771,-105.169,0.180768028,2007-4-15T00:00:00.000Z,US-RFE,RockyFlats - East site,4/15/2007 0:00
39.8751,-105.2184,0.180768028,2007-4-15T00:00:00.000Z,US-RFW,RockyFlats - West site,4/15/2007 0:00
44.6781,-93.0723,0.053782139,2007-4-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,4/15/2007 0:00
33.7364,-117.6947,0.22835283,2007-4-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,4/15/2007 0:00
42.0693,-101.4072,0.05840696,2007-4-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,4/15/2007 0:00
34.3623,-106.7019,0.118377097,2007-4-15T00:00:00.000Z,US-Seg,Sevilleta grassland,4/15/2007 0:00
36.9333,-96.6833,0.542357326,2007-4-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,4/15/2007 0:00
38.0373,-121.7537,0.391011775,2007-4-15T00:00:00.000Z,US-Snd,Sherman Island,4/15/2007 0:00
38.0369,-121.7547,0.391011775,2007-4-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,4/15/2007 0:00
31.7894,-110.8277,0.146740839,2007-4-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,4/15/2007 0:00
31.8214,-110.8661,0.146740839,2007-4-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,4/15/2007 0:00
38.4316,-120.966,0.533192217,2007-4-15T00:00:00.000Z,US-Ton,Tonzi Ranch,4/15/2007 0:00
38.4133,-120.9507,0.533192217,2007-4-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,4/15/2007 0:00
31.7365,-109.9419,0.183651537,2007-4-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,4/15/2007 0:00
37.5208,-96.855,0.345485002,2007-4-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),4/15/2007 0:00
49.7093,-112.9402,0.272426575,2007-5-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,5/15/2007 0:00
50.171,-97.8762,0.135565013,2007-5-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,5/15/2007 0:00
50.1774,-97.8686,0.135565013,2007-5-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,5/15/2007 0:00
36.8193,-97.8198,0.369350106,2007-5-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,5/15/2007 0:00
36.4267,-99.42,0.33939445,2007-5-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,5/15/2007 0:00
36.6358,-99.5975,0.468711704,2007-5-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,5/15/2007 0:00
35.5497,-98.0402,0.502486289,2007-5-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,5/15/2007 0:00
35.5465,-98.04,0.502486289,2007-5-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,5/15/2007 0:00
31.5907,-110.5104,0.132328376,2007-5-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,5/15/2007 0:00
44.3453,-96.8362,0.369831353,2007-5-15T00:00:00.000Z,US-Bkg,Brookings,5/15/2007 0:00
39.2167,-86.5406,0.878056884,2007-5-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,5/15/2007 0:00
39.0633,-79.4208,0.75945735,2007-5-15T00:00:00.000Z,US-CaV,Canaan Valley,5/15/2007 0:00
38.09,-109.39,0.180517286,2007-5-15T00:00:00.000Z,US-Cop,Corral Pocket,5/15/2007 0:00
40.8155,-104.7456,0.390219927,2007-5-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),5/15/2007 0:00
43.95,-101.8466,0.389062434,2007-5-15T00:00:00.000Z,US-Ctn,Cottonwood,5/15/2007 0:00
37.6773,-121.5296,0.373201728,2007-5-15T00:00:00.000Z,US-Dia,Diablo,5/15/2007 0:00
35.9712,-79.0934,0.753149569,2007-5-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,5/15/2007 0:00
48.3077,-105.1019,0.278222173,2007-5-15T00:00:00.000Z,US-FPe,Fort Peck,5/15/2007 0:00
29.93,-98.01,0.55464232,2007-5-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,5/15/2007 0:00
29.9495,-97.9962,0.502427399,2007-5-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,5/15/2007 0:00
35.4454,-111.7718,0.218147933,2007-5-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,5/15/2007 0:00
34.2547,-89.8735,0.816703856,2007-5-15T00:00:00.000Z,US-Goo,Goodwin Creek,5/15/2007 0:00
41.8406,-88.241,0.408567131,2007-5-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),5/15/2007 0:00
39.0745,-96.5951,0.542379081,2007-5-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),5/15/2007 0:00
39.0561,-95.1907,0.521345437,2007-5-15T00:00:00.000Z,US-KFS,Kansas Field Station,5/15/2007 0:00
38.7745,-97.5684,0.567581654,2007-5-15T00:00:00.000Z,US-KLS,Kansas Land Institute,5/15/2007 0:00
42.4376,-85.3288,0.737877488,2007-5-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,5/15/2007 0:00
42.444,-85.3104,0.737877488,2007-5-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,5/15/2007 0:00
42.444,-85.3098,0.737877488,2007-5-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,5/15/2007 0:00
39.0824,-96.5603,0.542379081,2007-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),5/15/2007 0:00
44.995,-93.1863,0.49673748,2007-5-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,5/15/2007 0:00
34.1377,-101.4787,0.394634336,2007-5-15T00:00:00.000Z,US-LGr,Lockney Grassland,5/15/2007 0:00
34.9604,-97.9789,0.106881604,2007-5-15T00:00:00.000Z,US-LWW,Little Washita Watershed,5/15/2007 0:00
39.8771,-105.169,0.426210552,2007-5-15T00:00:00.000Z,US-RFE,RockyFlats - East site,5/15/2007 0:00
39.8751,-105.2184,0.426210552,2007-5-15T00:00:00.000Z,US-RFW,RockyFlats - West site,5/15/2007 0:00
44.6781,-93.0723,0.49673748,2007-5-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,5/15/2007 0:00
33.7364,-117.6947,0.258220494,2007-5-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,5/15/2007 0:00
42.0693,-101.4072,0.359911948,2007-5-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,5/15/2007 0:00
34.3623,-106.7019,0.043023642,2007-5-15T00:00:00.000Z,US-Seg,Sevilleta grassland,5/15/2007 0:00
36.9333,-96.6833,0.732973337,2007-5-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,5/15/2007 0:00
38.0373,-121.7537,0.333611429,2007-5-15T00:00:00.000Z,US-Snd,Sherman Island,5/15/2007 0:00
38.0369,-121.7547,0.333611429,2007-5-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,5/15/2007 0:00
31.7894,-110.8277,0.132328376,2007-5-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,5/15/2007 0:00
31.8214,-110.8661,0.132328376,2007-5-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,5/15/2007 0:00
38.4316,-120.966,0.460072815,2007-5-15T00:00:00.000Z,US-Ton,Tonzi Ranch,5/15/2007 0:00
38.4133,-120.9507,0.460072815,2007-5-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,5/15/2007 0:00
